1	6	3.1312957223
1	10	3.78979061357
1	12	4.75174869539
1	14	4.13227564255
1	17	3.75979505344
1	20	3.77406752339
1	23	4.38704118587
1	24	3.71597311302
1	27	3.37696610391
1	31	3.82004900433
1	33	4.02319871465
1	36	2.90354090025
1	39	3.75568643111
1	44	3.36851711948
1	47	3.69299599168
1	49	3.61759070273
1	51	3.61430363991
1	53	3.57190708861
1	54	3.26848081831
1	56	4.13225376876
1	60	4.22356761102
1	61	4.15414190318
1	62	3.38066243899
1	64	4.49268236931
1	65	3.59545209599
1	67	3.31856423909
1	69	3.63534599047
1	70	3.80647532003
1	72	3.31670760044
1	73	3.61502835413
1	74	2.7102273746
1	76	3.6668970415
1	78	2.28549536597
1	80	2.94668326067
1	81	3.93731146702
1	82	3.68963740732
1	84	2.84152302954
1	85	3.26974636126
1	86	3.94035778436
1	90	3.53780091578
1	91	3.94704575801
1	92	3.86195121416
1	96	4.13619419487
1	97	3.93125066785
1	98	4.28700168776
1	100	4.52485137924
1	102	3.07813935002
1	103	2.36718016625
1	104	2.44461109156
1	107	3.76591835769
1	108	3.57823629447
1	112	2.47919328168
1	113	3.40045969252
1	114	4.57455992373
1	117	4.09720346714
1	118	3.08819281209
1	120	2.08676953988
1	121	3.50288384403
1	125	3.48951377503
1	128	3.51793792217
1	129	4.16198060727
1	130	3.37385877896
1	132	4.12065655618
1	134	4.32528757933
1	140	3.32004358278
1	143	3.94219998777
1	145	2.83550416576
1	148	3.23952667794
1	150	3.9667162597
1	151	3.88622487405
1	154	4.05180536455
1	155	2.80879865452
1	157	4.14895704947
1	159	3.2960534738
1	160	3.49533412299
1	161	3.60000284728
1	163	3.40563921352
1	164	3.78915912112
1	170	4.43092632476
1	171	4.2429561997
1	174	4.5833150081
1	175	3.98204184668
1	177	4.44630972795
1	180	4.13696798229
1	183	4.05928337327
1	184	3.71996767122
1	185	4.18002022634
1	186	3.61557461844
1	188	3.91975454397
1	189	4.31530669896
1	190	4.19920156851
1	193	4.17308885872
1	196	3.82393109372
1	200	3.98009968728
1	201	3.83398355729
1	202	3.81963255967
1	206	4.01064750495
1	208	4.30311871493
1	209	4.30657393793
1	210	4.15326148174
1	212	3.97390825327
1	213	4.02031465634
1	214	3.65885915305
1	215	3.97271246213
1	218	3.37358240121
1	219	3.70952238563
1	221	3.71588040674
1	222	4.07739436239
1	224	3.61646030419
1	225	3.03888894236
1	226	3.6700098879
1	227	3.3440702919
1	228	3.67492672457
1	229	3.074406361
1	230	3.54819884405
1	232	3.427920864
1	233	3.37751210195
1	235	3.26582614151
1	236	3.88407648283
1	241	3.7034993357
1	242	4.3684176649
1	243	2.69692507571
1	248	3.90901422439
1	250	3.36932997139
1	252	3.00448817444
1	253	3.38390377462
1	254	2.45277298393
1	255	3.21026674167
1	258	4.3856580651
1	259	3.39427289629
1	260	3.26190536581
1	262	3.80837562466
1	264	3.28773621432
1	265	3.92669066459
1	266	2.726965313
1	267	3.25541840897
1	272	4.57906844558
2	13	3.62278307381
2	19	4.16428370205
2	50	4.39287853698
2	251	4.43357042528
2	257	3.98865689471
2	279	3.49519297333
2	280	3.37394085908
2	281	3.33104090896
2	290	3.23065709681
2	292	3.73474216682
2	297	4.097091262
2	298	3.56024172063
2	299	2.96504148452
2	301	3.50881879902
2	303	4.22745759422
2	307	3.68499300581
2	308	3.41511014987
2	312	3.52612372531
2	313	4.54750228081
2	314	2.15205636993
2	315	4.66123841631
2	316	4.53117556946
3	245	2.58163008484
3	264	2.32034382463
3	272	3.70398754191
3	294	2.97270316873
3	299	2.37451636489
3	300	2.92394493866
3	307	2.88264183722
3	318	3.48720150811
3	323	2.65761608316
3	324	2.80697237105
3	327	2.97859958752
3	328	3.42282005372
3	330	2.68737800902
3	331	2.89196026483
3	332	3.14732378973
3	334	2.65130045922
3	335	3.49865787235
3	337	2.72141765063
3	341	2.28090714842
3	343	2.43302279402
3	345	3.01749583109
3	348	2.69490431933
3	349	2.51970172255
3	350	2.64392388206
3	351	3.03400823989
3	354	2.78301359868
4	50	5.49383775593
4	260	3.20254693138
4	264	3.58761844106
4	288	4.71823049049
4	294	4.02397577485
4	303	4.76412181918
4	354	4.6965573351
4	356	4.02927122247
4	357	5.30231810407
